"State.Code","County.Code","Latitude","Longitude","Datum","Sample.Duration","Metric.Used","Units.of.Measure","Observation.Count","Observation.Percent","Arithmetic.Mean","Arithmetic.Standard.Dev","X50th.Percentile","GEOID","total_population","total_no_vehicle","total_carpool_vehicle","total_private_vehicle","total_public_transit","ppt","tmax","tmin","tmean"
"42","125",40.146667,-79.902222,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7647,87,14.174312,7.832421,13,"42125",207212,2139,7985,79910,1370,1241.18591308594,17.1591987609863,6.55480003356934,11.8568992614746
"42","125",40.268963,-80.243995,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",4925,56,6.653465,5.27443,5,"42125",207212,2139,7985,79910,1370,1163.45483398438,16.5534000396729,5.93089962005615,11.2419996261597
"42","133",39.965278,-76.699444,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",6483,74,18.911111,10.356089,19,"42133",445565,4665,18644,186425,1784,1243.71398925781,17.8754997253418,6.43969964981079,12.1574993133545
"44","007",41.829495,-71.417457,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7413,85,28.639812,9.225482,27.4,"44007",635737,12124,28875,239767,10334,1347.23901367188,15.5322999954224,5.93129968643188,10.7316999435425
"44","007",41.841039,-71.36097,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8181,93,14.679429,10.155139,11,"44007",635737,12124,28875,239767,10334,1374.64794921875,15.5778999328613,5.96700000762939,10.7723999023438
"44","007",41.841039,-71.36097,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",2029,23,9.089655,3.493284,8.8,"44007",635737,12124,28875,239767,10334,1374.64794921875,15.5778999328613,5.96700000762939,10.7723999023438
"45","019",32.882289,-79.977538,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",5626,64,15.385281,6.505753,15,"45019",401165,6113,16185,160760,2381,1371.38598632812,24.9485988616943,14.9934997558594,19.9708003997803
"45","019",32.941023,-79.657187,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",4958,57,3.671498,2.237871,3,"45019",401165,6113,16185,160760,2381,1330.00500488281,24.7558994293213,14.7048997879028,19.7301998138428
"45","045",34.843895,-82.414585,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",4836,55,20.119403,9.328219,20,"45045",507003,4578,23185,200471,929,1361.50280761719,23.0457000732422,11.7320995330811,17.3887996673584
"45","079",34.131262,-80.868318,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8030,92,9.363905,6.647603,8,"45079",411357,5734,16810,155869,2369,1190.82202148438,24.5084991455078,11.8165998458862,18.1623992919922
"46","071",43.74561,-101.941218,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8554,98,1.841828,5.324675,1,"46071",3290,12,90,606,15,893.431884765625,14.7294998168945,1.61729991436005,8.17339992523193
"46","099",43.54792,-96.700769,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8618,98,11.241484,7.666464,9.2,"46099",188674,1655,8329,86954,731,1052.82592773438,11.8178997039795,1.42479991912842,6.62139987945557
"46","103",44.087397,-103.273777,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",6774,77,13.821986,9.693793,10.6,"46103",110685,1004,4447,45357,414,902.783874511719,12.4736995697021,0.705899953842163,6.58979988098145
"46","127",42.751518,-96.707208,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8548,98,3.915877,3.113998,3.4,"46127",15368,17,515,6825,14,982.10498046875,14.0243997573853,2.3850998878479,8.20479965209961
"47","009",35.63348,-83.941606,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8211,94,1.382303,1.018282,1.1,"47009",129927,661,4223,52344,68,1938.30395507812,21.0408000946045,8.67439937591553,14.8575000762939
"47","037",36.205055,-86.74472,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8174,93,17.233236,7.998783,16,"47037",687488,10003,36924,290593,7652,1724.02697753906,21.816499710083,9.81709957122803,15.8165998458862
"47","037",36.1424,-86.7341,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8095,92,27.467836,10.855104,27,"47037",687488,10003,36924,290593,7652,1844.24694824219,22.0767993927002,10.0103998184204,16.043399810791
"47","157",35.16126,-89.87065,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8161,93,21.023823,9.06821,21.3,"47157",936374,12980,40459,359804,4387,1855.94799804688,22.4623985290527,11.4692001342773,16.9655990600586
"48","027",31.088002,-97.679734,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8414,96,8.069444,6.509698,6.2,"48027",348574,3410,17357,125801,731,745.193908691406,25.3498992919922,13.102499961853,19.2260990142822
"48","029",29.51509,-98.620166,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8528,97,13.776519,9.261652,10.8,"48029",1952843,25876,99710,717920,22112,643.180969238281,26.824499130249,14.853099822998,20.8386993408203
"48","029",29.275381,-98.311692,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8527,97,11.353867,8.694845,8.3,"48029",1952843,25876,99710,717920,22112,612.197875976562,27.4064998626709,15.0773992538452,21.2418994903564
"48","029",29.529432,-98.391403,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8312,95,16.662396,10.262143,17.3,"48029",1952843,25876,99710,717920,22112,674.316955566406,26.5447998046875,14.789400100708,20.666898727417
"48","039",29.520443,-95.392509,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8332,95,12.673259,7.679204,10.5,"48039",360677,2080,13159,144578,296,1614.56994628906,26.2493991851807,16.3097991943359,21.2794990539551
"48","039",29.043759,-95.472946,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",6135,70,6.27907,4.547863,5.2,"48039",360677,2080,13159,144578,296,1513.0419921875,26.2789993286133,16.4314994812012,21.3550987243652
"48","113",32.820061,-96.860117,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",2505,29,20.533673,11.304154,20,"48113",2606868,36296,138054,1010008,33258,1082.62292480469,25.1961994171143,14.9132995605469,20.0546989440918
"48","113",32.820061,-96.860117,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",4851,55,19.158049,10.405485,17.2,"48113",2606868,36296,138054,1010008,33258,1082.62292480469,25.1961994171143,14.9132995605469,20.0546989440918
"48","113",32.919206,-96.808498,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8481,97,14.266852,11.001622,10.4,"48113",2606868,36296,138054,1010008,33258,1073.47692871094,24.1726989746094,13.7877998352051,18.9800987243652
"48","113",32.676451,-96.87206,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7502,86,16.19736,11.696869,12.9,"48113",2606868,36296,138054,1010008,33258,1026.7119140625,24.2848987579346,13.2300996780396,18.7572994232178
"48","113",32.92118,-96.75355,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8302,95,19.80745,11.025506,18.3,"48113",2606868,36296,138054,1010008,33258,1053.35192871094,24.1466999053955,13.5963001251221,18.8713989257812
"48","121",33.219069,-97.196284,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8452,96,13.642308,7.923611,12.3,"48121",833822,4922,37517,358012,3708,1013.96997070312,24.1951999664307,12.0809993743896,18.1380004882812
"48","139",32.482083,-97.026899,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8335,95,12.594693,8.280929,9.9,"48139",173772,825,8727,68489,190,943.7919921875,24.6672992706299,12.7825994491577,18.7248992919922
"48","139",32.175417,-96.870189,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8260,94,8.668436,7.0658,6,"48139",173772,825,8727,68489,190,1019.55688476562,24.7273998260498,12.5114994049072,18.6192989349365
"48","141",31.768286,-106.501243,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7321,84,23.546278,11.602173,21.4,"48141",836062,6836,38347,292210,4982,179.296890258789,26.085599899292,12.5663995742798,19.3258991241455
"48","141",31.765685,-106.455227,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7791,89,31.320122,13.525885,31.3,"48141",836062,6836,38347,292210,4982,181.431991577148,26.4175987243652,12.6475992202759,19.5324001312256
"48","141",31.746775,-106.402806,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7304,83,25.25641,10.996712,25,"48141",836062,6836,38347,292210,4982,190.985000610352,26.5958995819092,12.2080993652344,19.4018001556396
"48","167",29.254474,-94.861289,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8493,97,7.618942,7.383102,5.2,"48167",332885,3129,14870,126481,1370,1662.60192871094,25.4081993103027,19.2980995178223,22.3529987335205
"48","183",32.378696,-94.711813,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8453,96,7.003056,3.916904,6.2,"48183",123443,1072,5603,45683,44,1286.55102539062,24.6458988189697,12.8024997711182,18.7241992950439
"48","201",29.901036,-95.326137,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8484,97,18.034254,9.818601,16.2,"48201",4646630,58976,224787,1765723,55244,1476.06591796875,26.540699005127,16.5228004455566,21.5315990447998
"48","201",29.802707,-95.125495,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8466,97,19.757222,9.776184,18.2,"48201",4646630,58976,224787,1765723,55244,1741.59594726562,26.2138996124268,16.6616992950439,21.4375991821289
"48","201",30.039524,-95.673951,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8405,96,10.935556,6.710978,9.7,"48201",4646630,58976,224787,1765723,55244,1081.99792480469,26.3624992370605,15.4954996109009,20.9287986755371
"48","201",29.834167,-95.489167,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8408,96,21.106685,10.666654,19.6,"48201",4646630,58976,224787,1765723,55244,1252.35095214844,26.5558986663818,16.6591987609863,21.6075000762939
"48","201",29.695729,-95.499219,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8388,96,15.957778,10.2011,13.8,"48201",4646630,58976,224787,1765723,55244,1327.70385742188,26.613899230957,16.82200050354,21.7178001403809
"48","201",29.686389,-95.294722,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8211,94,19.851734,10.473584,18.6,"48201",4646630,58976,224787,1765723,55244,1516.62084960938,26.4664001464844,17.2257995605469,21.8459987640381
"48","201",29.758889,-95.079444,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8529,97,20.559557,10.467016,18.6,"48201",4646630,58976,224787,1765723,55244,1773.17700195312,26.1019992828369,16.6999988555908,21.4009990692139
"48","201",29.767997,-95.220582,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8399,96,24.770704,11.230368,23.3,"48201",4646630,58976,224787,1765723,55244,1634.74987792969,26.4113998413086,17.1595001220703,21.7852993011475
"48","201",29.733726,-95.257593,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8353,95,20.925,9.838099,18.4,"48201",4646630,58976,224787,1765723,55244,1589.78784179688,26.4261989593506,17.2315998077393,21.828800201416
"48","201",29.670025,-95.128508,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",1152,13,19.097917,9.409264,18.4,"48201",4646630,58976,224787,1765723,55244,1842.68798828125,26.1324996948242,16.9037990570068,21.5179996490479
"48","201",29.670025,-95.128508,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",6895,79,14.558419,8.862265,12.8,"48201",4646630,58976,224787,1765723,55244,1842.68798828125,26.1324996948242,16.9037990570068,21.5179996490479
"48","201",29.583047,-95.015544,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8026,92,10.765294,7.406995,9.1,"48201",4646630,58976,224787,1765723,55244,1838.29296875,25.8237991333008,17.6821002960205,21.7528991699219
"48","201",29.81453,-95.38769,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8325,95,30.677337,11.734755,30.2,"48201",4646630,58976,224787,1765723,55244,1373.76086425781,26.5352993011475,16.9580001831055,21.7465000152588
"48","201",29.7216,-95.49265,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7361,84,24.131847,12.746173,24.6,"48201",4646630,58976,224787,1765723,55244,1327.70385742188,26.613899230957,16.82200050354,21.7178001403809
"48","203",32.669001,-94.167468,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8248,94,6.570904,4.370552,5.3,"48203",66580,383,2134,23630,0,1424.23681640625,24.7551002502441,11.6096992492676,18.1822986602783
"48","231",33.153088,-96.115572,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8331,95,8.471795,5.476435,7,"48231",94162,939,4317,33019,70,1236.70581054688,24.2500991821289,12.6054000854492,18.4275989532471
"48","245",30.036422,-94.071061,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8498,97,13.820776,7.171625,12.4,"48245",254340,2503,7017,93266,617,2612.001953125,26.0254001617432,16.1810989379883,21.103099822998
"48","245",29.863957,-94.317802,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7464,85,6.135647,5.202065,5.3,"48245",254340,2503,7017,93266,617,2458.28271484375,25.8900985717773,15.8118991851807,20.8507995605469
"48","245",29.979958,-94.004746,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8302,95,10.233708,5.573331,9.5,"48245",254340,2503,7017,93266,617,2300.30883789062,26.1581993103027,16.287899017334,21.222900390625
"48","257",32.564968,-96.317687,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8502,97,8.681894,6.869675,6.3,"48257",123804,958,6508,47360,92,1089.02685546875,24.4053993225098,12.5062999725342,18.4556999206543
"48","339",30.350302,-95.425128,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8472,97,6.553846,4.888612,5.3,"48339",571949,3761,23996,217002,2448,1260.33996582031,26.2432994842529,14.3193998336792,20.281099319458
"48","349",32.031934,-96.399141,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",5756,66,9.417551,6.236748,7.5,"48349",48995,319,2283,16890,76,915.365905761719,24.6442985534668,13.3453998565674,18.9946994781494
"48","361",30.085263,-93.761341,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",6991,80,10.099331,6.145719,8.6,"48361",84069,1091,3464,31929,115,1913.0947265625,25.7353992462158,15.4757995605469,20.6054000854492
"48","423",32.344027,-95.415754,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8478,97,4.715702,3.663045,3.7,"48423",227449,1351,9047,83605,360,1203.09191894531,24.6669998168945,12.9532995223999,18.8099002838135
"48","439",32.80581,-97.356529,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7923,90,20.326786,11.00567,18.7,"48439",2049770,14133,104515,821847,5692,913.932983398438,24.4790000915527,13.27769947052,18.8780994415283
"48","439",32.664753,-97.337917,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8222,94,22.346591,9.010737,21.9,"48439",2049770,14133,104515,821847,5692,1023.23895263672,24.582498550415,12.7964000701904,18.6892986297607
"48","439",32.98426,-97.063721,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8530,97,16,9.516826,13.9,"48439",2049770,14133,104515,821847,5692,1144.44885253906,24.2574996948242,13.0085000991821,18.6329002380371
"48","439",32.65637,-97.088598,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",6328,72,12.024345,8.65502,9.7,"48439",2049770,14133,104515,821847,5692,915.508850097656,24.6842002868652,13.3571996688843,19.0205001831055
"48","453",30.354944,-97.761803,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8391,96,11.05565,6.909515,9.4,"48453",1226805,18592,61801,502207,19525,734.277893066406,26.1303997039795,13.9555997848511,20.0427989959717
"48","453",30.35386,-97.69166,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",6883,79,22.692808,9.838765,22,"48453",1226805,18592,61801,502207,19525,798.932861328125,26.3830986022949,14.7646999359131,20.5736999511719
"49","003",41.492707,-112.018863,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",3968,45,16.482759,12.290301,12,"49003",53946,355,3234,18475,94,817.776977539062,14.821099281311,2.01719999313354,8.41909980773926
"49","003",41.945874,-112.233973,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7218,82,1.789116,3.529943,0,"49003",53946,355,3234,18475,94,589.883911132812,14.2156000137329,1.23749995231628,7.72639989852905
"49","005",41.842649,-111.852199,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8378,96,11.488286,8.600853,8.2,"49005",124165,859,6961,44272,1308,568.393005371094,14.1433992385864,0.874899983406067,7.50909996032715
"49","007",39.59575,-110.770111,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8626,98,5.653591,3.516593,4.6,"49007",20308,89,736,6919,40,280.046997070312,16.2103996276855,2.70000004768372,9.4552001953125
"49","011",40.902967,-111.884467,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8519,97,24.400278,11.030753,22.4,"49011",345767,1870,14927,132363,3335,690.079895019531,16.0819988250732,5.70849990844727,10.8951997756958
"49","013",40.294178,-110.009732,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7422,85,10.590705,6.044195,8.6,"49013",20148,89,582,6285,30,222.291000366211,15.5369997024536,-1.36549997329712,7.08570003509521
"49","013",40.216779,-110.182742,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8707,99,8.746027,4.591358,8.3,"49013",20148,89,582,6285,30,256.412902832031,14.8440999984741,-0.975499987602234,6.93419981002808
"49","021",37.74743,-113.055525,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7287,83,18.724013,11.06976,17,"49021",51213,413,2874,17001,18,423.122985839844,16.7877998352051,1.39090001583099,9.08930015563965
"49","035",40.712146,-112.111275,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8500,97,18.415363,8.56396,17.7,"49035",1133646,12073,63606,439421,21435,553.133911132812,16.0009994506836,5.29929971694946,10.6500997543335
"49","035",40.598056,-111.894167,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8583,98,29.038056,11.716965,27.3,"49035",1133646,12073,63606,439421,21435,588.018005371094,17.0089988708496,5.11639976501465,11.0626001358032
"49","035",40.736389,-111.872222,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8616,98,28.080441,13.826277,26,"49035",1133646,12073,63606,439421,21435,574.585998535156,16.9694995880127,6.63199996948242,11.8004999160767
"49","035",40.736389,-111.872222,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",6149,70,23.269884,11.065661,21.5,"49035",1133646,12073,63606,439421,21435,574.585998535156,16.9694995880127,6.63199996948242,11.8004999160767
"49","035",40.78422,-111.931,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7032,80,27.734343,10.33205,27.2,"49035",1133646,12073,63606,439421,21435,562.185974121094,16.9787998199463,6.41939973831177,11.698899269104
"49","035",40.496392,-112.036298,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8595,98,11.780332,8.748113,9.7,"49035",1133646,12073,63606,439421,21435,572.177978515625,15.8908996582031,3.9009997844696,9.89589977264404
"49","035",40.777145,-111.945849,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",2152,25,39.106667,8.784522,40,"49035",1133646,12073,63606,439421,21435,516.106994628906,17.1085987091064,6.42309999465942,11.7656993865967
"49","035",40.777145,-111.945849,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",1351,15,35.838983,8.374201,37.6,"49035",1133646,12073,63606,439421,21435,516.106994628906,17.1085987091064,6.42309999465942,11.7656993865967
"49","035",40.662961,-111.901851,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8617,98,32.425,10.054047,32.1,"49035",1133646,12073,63606,439421,21435,493.180877685547,16.6826992034912,5.03800010681152,10.8600997924805
"49","045",40.60055,-112.35578,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8560,98,8.249167,6.080857,6.4,"49045",67397,596,4763,22868,403,451.073974609375,16.012300491333,3.47729992866516,9.74479961395264
"49","047",40.46471,-109.561472,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8578,98,9.667313,6.983996,6.9,"49047",36084,216,2274,11309,54,238.488891601562,14.3818998336792,-0.00509999971836805,7.18829965591431
"49","047",40.206291,-109.353932,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8508,97,6.189045,3.750924,5.3,"49047",36084,216,2274,11309,54,261.268981933594,15.8527994155884,1.77749991416931,8.81509971618652
"49","047",40.05671,-109.688108,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8248,94,5.762428,3.816521,4.4,"49047",36084,216,2274,11309,54,230.64289855957,16.2707004547119,0.0537999980151653,8.16219997406006
"49","047",39.63551,-109.43128,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",2096,24,4.243333,2.709992,3.8,"49047",36084,216,2274,11309,54,389.049896240234,14.9045991897583,0.747699975967407,7.82609987258911
"49","047",40.483598,-109.906796,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8492,97,2.413277,1.794521,1.7,"49047",36084,216,2274,11309,54,380.955993652344,13.1503992080688,-0.844500005245209,6.15289974212646
"49","049",40.341389,-111.713611,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8610,98,18.600552,10.212713,16.2,"49049",605490,3278,31411,201911,6187,587.746887207031,17.7287998199463,4.38490009307861,11.0566997528076
"49","049",40.136378,-111.657936,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8629,99,16.885714,9.837039,13.5,"49049",605490,3278,31411,201911,6187,505.085998535156,17.3393001556396,4.33640003204346,10.8376998901367
"49","053",37.179125,-113.305096,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8140,93,9.250146,6.517206,7,"49053",165811,680,6648,52167,361,471.432891845703,22.7391986846924,8.64029979705811,15.6894998550415
"49","057",41.206321,-111.975524,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",3476,40,32.333562,11.041972,33.6,"49057",251498,2990,11787,97352,2032,669.615966796875,15.6149997711182,4.42439985275269,10.0195999145508
"49","057",41.303614,-111.987871,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7138,81,22.776744,11.837192,21.7,"49057",251498,2990,11787,97352,2032,599.925903320312,15.823299407959,4.42639970779419,10.1246995925903
"50","007",44.4762,-73.2106,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8237,94,12.193889,6.391068,10.6,"50007",162646,2660,7550,65712,2539,1098.7919921875,12.8369998931885,3.07889986038208,7.95799970626831
"50","021",43.608056,-72.982778,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8216,94,15.888056,8.502164,14.6,"50021",58892,806,2342,23619,264,1219.80297851562,12.5289993286133,0.462999999523163,6.49599981307983
"51","013",38.8577,-77.05922,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8344,95,20.180618,10.901239,17.3,"51013",233464,12801,9602,76276,40639,1160.63000488281,20.1303997039795,10.8597993850708,15.4948997497559
"51","036",37.34438,-77.25925,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7295,83,10.745513,6.346418,9.3,"51036",7014,97,263,2696,66,1196.84985351562,22.3645000457764,10.0992994308472,16.2318000793457
"51","059",38.76835,-77.18347,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8540,97,28.091781,9.671576,28.7,"51059",1145862,14616,59257,431926,59130,1253.22802734375,19.6665000915527,9.0029993057251,14.3344993591309
"51","087",37.55652,-77.40027,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7693,88,14.567359,7.19699,13.1,"51087",327535,3234,14785,139329,1727,1182.82897949219,21.3452987670898,9.61349964141846,15.4791994094849
"51","107",39.02473,-77.48925,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7706,88,14.134049,9.845916,10.4,"51107",395134,2663,19622,161906,7668,1161.67602539062,19.3144989013672,8.01480007171631,13.6644992828369
"51","153",38.85287,-77.63462,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8532,97,9.140385,6.056237,7.2,"51153",461423,3265,27454,179801,11803,1266.69091796875,19.4546985626221,7.87559986114502,13.6648998260498
"51","161",37.28342,-79.88452,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8570,98,13.349589,7.585341,11.4,"51161",93823,401,2820,39096,123,1251.36291503906,20.18039894104,8.83300018310547,14.5064992904663
"51","165",38.47753,-78.81952,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7825,89,20.117262,7.843153,19.7,"51165",80284,713,3440,31273,86,983.77099609375,19.1371994018555,6.48939990997314,12.813099861145
"51","650",37.103733,-76.387017,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8398,96,8.209392,5.585291,6.9,"51650",135041,2301,5899,54239,1418,1326.65087890625,20.9609985351562,12.2988996505737,16.6296997070312
"51","710",36.85555,-76.30135,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8200,94,17.794886,9.416856,16.5,"51710",244601,5821,10346,94791,4622,1173.548828125,21.6431999206543,12.1873998641968,16.9151000976562
"51","760",37.59088,-77.46925,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8231,94,24.077904,8.505354,23,"51760",226622,9050,10952,81616,6512,1179.62390136719,21.1784000396729,9.64789962768555,15.4129991531372
"53","033",47.597222,-122.319722,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8256,94,31.532778,9.504037,30.7,"53033",2195502,65976,112863,728596,162252,829.303894042969,15.6890993118286,7.68339967727661,11.6861000061035
"53","033",47.568236,-122.308628,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8451,96,22.818785,9.048652,21.9,"53033",2195502,65976,112863,728596,162252,837.119873046875,15.9073991775513,7.2819995880127,11.5943994522095
"53","053",47.22634,-122.46256,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8288,95,23.979552,8.153661,23.2,"53053",877013,7635,41558,325033,16165,829.202880859375,15.4706993103027,5.83920001983643,10.6547994613647
"55","071",44.13862,-87.61612,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",2152,25,3.353191,1.720009,3.1,"55071",79185,730,2693,33968,229,1114.00500488281,10.2088994979858,2.30139994621277,6.25519990921021
"55","079",43.060975,-87.913504,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8269,94,19.803621,10.396584,18.9,"55079",951226,24738,40573,349985,23314,1153.34802246094,12.8008995056152,4.27889966964722,8.5398998260498
"55","079",42.93257,-87.93434,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8293,95,24.405801,9.457158,24.3,"55079",951226,24738,40573,349985,23314,1274.01501464844,12.8428001403809,3.91199994087219,8.3774995803833
"56","005",44.6522,-105.2903,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8174,93,2.667236,1.930043,2.2,"56005",47409,684,2472,18970,579,628.943969726562,12.8444995880127,-1.44629991054535,5.69910001754761
"56","005",44.097074,-105.343164,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7883,90,12.726888,6.9884,11.6,"56005",47409,684,2472,18970,579,564.750915527344,12.5534000396729,-0.789299964904785,5.88199996948242
